Name: CCTV-1, URL: http://113.26.202.52:1299/tsfile/live/0001_1.m3u8, IPv_Type: ipv4, Location: 中国-山西-吕梁, ISP: 电信, Date: None, Delay: 12797 ms, Speed: 0.12 M/s, Resolution: None
Name: CCTV-4, URL: http://106.52.196.79:80/TV/mui.php?id=cctv4, IPv_Type: ipv4, Location: 中国-广东-广州, ISP: 腾讯云, Date: None, Delay: 1509 ms, Speed: 0.88 M/s, Resolution: 854x480
Name: CCTV-4, URL: http://106.52.196.79:80/TV/mui.php?id=cctv4, IPv_Type: ipv4, Location: 中国-广东-广州, ISP: 腾讯云, Date: None, Delay: 1509 ms, Speed: 0.88 M/s, Resolution: 854x480
Name: CCTV-4, URL: http://8.134.110.147:5300/?id=cctv4, IPv_Type: ipv4, Location: 中国-广东-深圳, ISP: 阿里云, Date: None, Delay: 1655 ms, Speed: 0.83 M/s, Resolution: 854x480
Name: CCTV-4, URL: http://8.134.110.147:5300/?id=cctv4, IPv_Type: ipv4, Location: 中国-广东-深圳, ISP: 阿里云, Date: None, Delay: 1655 ms, Speed: 0.83 M/s, Resolution: 854x480
Name: CCTV-4, URL: https://global.cgtn.cicc.media.caton.cloud/master/cgtn-america.m3u8, IPv_Type: ipv4, Location: 英国, ISP: , Date: None, Delay: 7579 ms, Speed: 0.32 M/s, Resolution: 1920x1080
Name: CCTV-4, URL: https://global.cgtn.cicc.media.caton.cloud/master/cgtn-america.m3u8, IPv_Type: ipv4, Location: 英国, ISP: , Date: None, Delay: 7579 ms, Speed: 0.32 M/s, Resolution: 1920x1080
Name: CCTV-4, URL: http://121.60.56.116:10001/rtp/239.69.1.138:10466, IPv_Type: ipv4, Location: 中国-湖北-武汉, ISP: 电信, Date: None, Delay: 428 ms, Speed: 0.09 M/s, Resolution: 1920x1080
Name: CCTV-4, URL: http://121.60.56.116:10001/rtp/239.69.1.138:10466, IPv_Type: ipv4, Location: 中国-湖北-武汉, ISP: 电信, Date: None, Delay: 428 ms, Speed: 0.09 M/s, Resolution: 1920x1080
Name: CCTV-4, URL: http://qjrhc.jydjd.top:2911/udp/224.1.100.103:11111, IPv_Type: ipv4, Location: 中国-广东-广州, ISP: 珠江宽频, Date: None, Delay: 719 ms, Speed: 0.08 M/s, Resolution: 1280x720
Name: CCTV-4, URL: http://222.129.32.255:4022/rtp/239.3.1.105:8092, IPv_Type: ipv4, Location: 中国-北京-北京, ISP: 联通, Date: None, Delay: 709 ms, Speed: 0.05 M/s, Resolution: 1920x1080
Name: CCTV-4, URL: http://222.129.32.255:4022/rtp/239.3.1.105:8092, IPv_Type: ipv4, Location: 中国-北京-北京, ISP: 联通, Date: None, Delay: 709 ms, Speed: 0.05 M/s, Resolution: 1920x1080
Name: CCTV-4, URL: http://www.cdnstv.com:6398/hls/4/index.m3u8, IPv_Type: ipv4, Location: 中国-河南-平顶山, ISP: 电信, Date: None, Delay: 12456 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-4, URL: http://153.0.171.163:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0, IPv_Type: ipv4, Location: 中国-海南-海口, ISP: 联通, Date: None, Delay: 9364 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: CCTV-5, URL: https://migu.188766.xyz/?migutoken=1e9c3a161201a627f096780f090d83c2&id=CCTV5&pp=1, IPv_Type: ipv6, Location: 美国, ISP: CloudFlare Inc., Date: None, Delay: 85 ms, Speed: 14.61 M/s, Resolution: 1920x1080
Name: CCTV-5, URL: http://mg.hmysapp.cn:177/ckmg/zb.php?id=cctv5, IPv_Type: ipv4, Location: 中国-北京-北京, ISP: 北京世通泰达通信技术有限公司, Date: None, Delay: 2072 ms, Speed: 1.66 M/s, Resolution: 1920x1080
Name: CCTV-5, URL: http://106.52.196.79:80/TV/mui.php?id=cctv5, IPv_Type: ipv4, Location: 中国-广东-广州, ISP: 腾讯云, Date: None, Delay: 1509 ms, Speed: 0.88 M/s, Resolution: 854x480
Name: CCTV-5, URL: https://ldcctvwbcdtxy.liveplay.myqcloud.com/ldcctvwbcd/cdrmldcctv5plus_1/index.m3u8?b=200-2100, IPv_Type: ipv4, Location: 中国-浙江-宁波, ISP: 电信, Date: None, Delay: 1434 ms, Speed: 0.62 M/s, Resolution: None
Name: CCTV-5, URL: https://ldcctvwbcdtxy.liveplay.myqcloud.com/ldcctvwbcd/cdrmldcctv5plus_1/index.m3u8?b=200-2100, IPv_Type: ipv4, Location: 中国-浙江-宁波, ISP: 电信, Date: None, Delay: 1434 ms, Speed: 0.62 M/s, Resolution: None
Name: CCTV-5, URL: https://ldcctvwbcdks.v.kcdnvip.com/ldcctvwbcd/cdrmldcctv5plus_1/index.m3u8?b=200-2100, IPv_Type: ipv6, Location: 中国, ISP: 中国电信, Date: None, Delay: 1610 ms, Speed: 0.56 M/s, Resolution: 1920x1080
Name: CCTV-5, URL: https://ldcctvwbcdks.v.kcdnvip.com/ldcctvwbcd/cdrmldcctv5plus_1/index.m3u8?b=200-2100, IPv_Type: ipv6, Location: 中国, ISP: 中国电信, Date: None, Delay: 1610 ms, Speed: 0.56 M/s, Resolution: 1920x1080
Name: CCTV-5, URL: https://ldcctvwbcdbd.a.bdydns.com/ldcctvwbcd/cdrmldcctv5plus_1/index.m3u8?BR=td, IPv_Type: ipv4, Location: 中国-江苏-常州, ISP: 联通, Date: None, Delay: 1738 ms, Speed: 0.51 M/s, Resolution: 1280x720
Name: CCTV-5, URL: https://ldcctvwbcdbd.a.bdydns.com/ldcctvwbcd/cdrmldcctv5plus_1/index.m3u8?BR=td, IPv_Type: ipv4, Location: 中国-江苏-常州, ISP: 联通, Date: None, Delay: 1738 ms, Speed: 0.51 M/s, Resolution: 1280x720
Name: CCTV-5, URL: http://218.17.33.178:53290/tsfile/live/1017_1.m3u8?key=txiptv&playlive=1&authid=0, IPv_Type: ipv4, Location: 中国-广东-深圳, ISP: 电信, Date: None, Delay: 12038 ms, Speed: 0.41 M/s, Resolution: 1920x1080
Name: CCTV-5, URL: http://218.17.33.178:53290/tsfile/live/1017_1.m3u8?key=txiptv&playlive=1&authid=0, IPv_Type: ipv4, Location: 中国-广东-深圳, ISP: 电信, Date: None, Delay: 12038 ms, Speed: 0.41 M/s, Resolution: 1920x1080
Name: CCTV-5, URL: http://121.60.56.116:10001/rtp/239.69.1.123:10376, IPv_Type: ipv4, Location: 中国-湖北-武汉, ISP: 电信, Date: None, Delay: 428 ms, Speed: 0.09 M/s, Resolution: 1920x1080
Name: CCTV-5, URL: http://qjrhc.jydjd.top:2911/udp/224.1.100.81:11111, IPv_Type: ipv4, Location: 中国-广东-广州, ISP: 珠江宽频, Date: None, Delay: 719 ms, Speed: 0.08 M/s, Resolution: 1280x720
Name: CCTV-5, URL: http://222.129.32.255:4022/rtp/239.3.1.173:8001, IPv_Type: ipv4, Location: 中国-北京-北京, ISP: 联通, Date: None, Delay: 709 ms, Speed: 0.05 M/s, Resolution: 1920x1080
Name: CCTV-5, URL: http://116.128.242.83:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0, IPv_Type: ipv4, Location: 中国-湖南-长沙, ISP: 联通, Date: None, Delay: 12780 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV-5, URL: http://116.128.242.83:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0, IPv_Type: ipv4, Location: 中国-湖南-长沙, ISP: 联通, Date: None, Delay: 12780 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV-5, URL: http://www.cdnstv.com:6398/hls/5/index.m3u8, IPv_Type: ipv4, Location: 中国-河南-平顶山, ISP: 电信, Date: None, Delay: 12456 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-5, URL: http://153.0.171.163:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0, IPv_Type: ipv4, Location: 中国-海南-海口, ISP: 联通, Date: None, Delay: 9364 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: CCTV-5+, URL: http://mg.hmysapp.cn:177/ckmg/zb.php?id=cctv5p, IPv_Type: ipv4, Location: 中国-北京-北京, ISP: 北京世通泰达通信技术有限公司, Date: None, Delay: 2072 ms, Speed: 1.66 M/s, Resolution: 1920x1080
Name: CCTV-5+, URL: http://106.52.196.79:80/TV/mui.php?id=cctv5p, IPv_Type: ipv4, Location: 中国-广东-广州, ISP: 腾讯云, Date: None, Delay: 1509 ms, Speed: 0.88 M/s, Resolution: 854x480
Name: CCTV-5+, URL: http://218.17.33.178:53290/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0, IPv_Type: ipv4, Location: 中国-广东-深圳, ISP: 电信, Date: None, Delay: 12038 ms, Speed: 0.41 M/s, Resolution: 1920x1080
Name: CCTV-5+, URL: http://qjrhc.jydjd.top:2911/udp/224.1.100.26:11111, IPv_Type: ipv4, Location: 中国-广东-广州, ISP: 珠江宽频, Date: None, Delay: 719 ms, Speed: 0.08 M/s, Resolution: 1280x720
Name: CCTV-5+, URL: http://116.128.242.83:9901/tsfile/live/0005_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0, IPv_Type: ipv4, Location: 中国-湖南-长沙, ISP: 联通, Date: None, Delay: 12780 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV-6, URL: http://mg.hmysapp.cn:177/ckmg/zb.php?id=cctv6, IPv_Type: ipv4, Location: 中国-北京-北京, ISP: 北京世通泰达通信技术有限公司, Date: None, Delay: 2072 ms, Speed: 1.66 M/s, Resolution: 1920x1080
Name: CCTV-6, URL: http://106.52.196.79:80/TV/mui.php?id=cctv6, IPv_Type: ipv4, Location: 中国-广东-广州, ISP: 腾讯云, Date: None, Delay: 1509 ms, Speed: 0.88 M/s, Resolution: 854x480
Name: CCTV-6, URL: http://8.134.110.147:5300/?id=cctv6, IPv_Type: ipv4, Location: 中国-广东-深圳, ISP: 阿里云, Date: None, Delay: 1655 ms, Speed: 0.83 M/s, Resolution: 854x480
Name: CCTV-6, URL: http://218.17.33.178:53290/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0, IPv_Type: ipv4, Location: 中国-广东-深圳, ISP: 电信, Date: None, Delay: 12038 ms, Speed: 0.41 M/s, Resolution: 1920x1080
Name: CCTV-6, URL: http://222.169.85.8:9901/tsfile/live/0006_1.m3u8, IPv_Type: ipv4, Location: 中国-吉林-辽源, ISP: 电信, Date: None, Delay: 12127 ms, Speed: 0.32 M/s, Resolution: 1920x1080
Name: CCTV-6, URL: http://222.169.85.8:9901/tsfile/live/0006_1.m3u8, IPv_Type: ipv4, Location: 中国-吉林-辽源, ISP: 电信, Date: None, Delay: 12127 ms, Speed: 0.32 M/s, Resolution: 1920x1080
Name: CCTV-6, URL: http://112.27.235.94:8000/hls/7/index.m3u8, IPv_Type: ipv4, Location: 中国-安徽, ISP: 移动, Date: None, Delay: 12325 ms, Speed: 0.17 M/s, Resolution: 1920x1080
Name: CCTV-6, URL: http://112.27.235.94:8000/hls/7/index.m3u8, IPv_Type: ipv4, Location: 中国-安徽, ISP: 移动, Date: None, Delay: 12325 ms, Speed: 0.17 M/s, Resolution: 1920x1080
Name: CCTV-6, URL: http://113.26.202.52:1299/tsfile/live/0006_1.m3u8, IPv_Type: ipv4, Location: 中国-山西-吕梁, ISP: 电信, Date: None, Delay: 12797 ms, Speed: 0.12 M/s, Resolution: None
Name: CCTV-6, URL: http://61.156.228.12:8154/tsfile/live/0006_1.m3u8, IPv_Type: ipv4, Location: 中国-山东-德州, ISP: 联通, Date: None, Delay: 12900 ms, Speed: 0.12 M/s, Resolution: None
Name: CCTV-6, URL: http://61.156.228.12:8154/tsfile/live/0006_1.m3u8, IPv_Type: ipv4, Location: 中国-山东-德州, ISP: 联通, Date: None, Delay: 12900 ms, Speed: 0.12 M/s, Resolution: None
Name: CCTV-6, URL: http://qjrhc.jydjd.top:2911/udp/224.1.100.83:11111, IPv_Type: ipv4, Location: 中国-广东-广州, ISP: 珠江宽频, Date: None, Delay: 719 ms, Speed: 0.08 M/s, Resolution: 1280x720
Name: CCTV-6, URL: http://116.128.242.83:9901/tsfile/live/0007_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0, IPv_Type: ipv4, Location: 中国-湖南-长沙, ISP: 联通, Date: None, Delay: 12780 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV-6, URL: http://www.cdnstv.com:6398/hls/6/index.m3u8, IPv_Type: ipv4, Location: 中国-河南-平顶山, ISP: 电信, Date: None, Delay: 12456 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-6, URL: http://153.0.171.163:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0, IPv_Type: ipv4, Location: 中国-海南-海口, ISP: 联通, Date: None, Delay: 9364 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: CCTV-7, URL: http://mg.hmysapp.cn:177/ckmg/zb.php?id=cctv7, IPv_Type: ipv4, Location: 中国-北京-北京, ISP: 北京世通泰达通信技术有限公司, Date: None, Delay: 2072 ms, Speed: 1.66 M/s, Resolution: 1920x1080
Name: CCTV-7, URL: http://106.52.196.79:80/TV/mui.php?id=cctv7, IPv_Type: ipv4, Location: 中国-广东-广州, ISP: 腾讯云, Date: None, Delay: 1509 ms, Speed: 0.88 M/s, Resolution: 854x480
Name: CCTV-7, URL: http://8.134.110.147:5300/?id=cctv7, IPv_Type: ipv4, Location: 中国-广东-深圳, ISP: 阿里云, Date: None, Delay: 1655 ms, Speed: 0.83 M/s, Resolution: 854x480
Name: CCTV-7, URL: https://ldocctvwbcdtxy.liveplay.myqcloud.com/ldocctvwbcd/cdrmldcctv7_1_td.m3u8, IPv_Type: ipv4, Location: 中国-浙江-宁波, ISP: 电信, Date: None, Delay: 1194 ms, Speed: 0.45 M/s, Resolution: 1280x720
Name: CCTV-7, URL: https://ldocctvwbcdtxy.liveplay.myqcloud.com/ldocctvwbcd/cdrmldcctv7_1_td.m3u8, IPv_Type: ipv4, Location: 中国-浙江-宁波, ISP: 电信, Date: None, Delay: 1194 ms, Speed: 0.45 M/s, Resolution: 1280x720
Name: CCTV-7, URL: http://112.27.235.94:8000/hls/8/index.m3u8, IPv_Type: ipv4, Location: 中国-安徽, ISP: 移动, Date: None, Delay: 12325 ms, Speed: 0.17 M/s, Resolution: 1920x1080
Name: CCTV-7, URL: http://113.26.202.52:1299/tsfile/live/0007_1.m3u8, IPv_Type: ipv4, Location: 中国-山西-吕梁, ISP: 电信, Date: None, Delay: 12797 ms, Speed: 0.12 M/s, Resolution: None
Name: CCTV-7, URL: http://61.156.228.12:8154/tsfile/live/0007_1.m3u8, IPv_Type: ipv4, Location: 中国-山东-德州, ISP: 联通, Date: None, Delay: 12900 ms, Speed: 0.12 M/s, Resolution: None
Name: CCTV-7, URL: http://omnix.cn:4000/udp/225.1.8.7:8104, IPv_Type: ipv4, Location: 中国-北京-北京, ISP: 电信, Date: None, Delay: 492 ms, Speed: 0.09 M/s, Resolution: 1920x1080
Name: CCTV-7, URL: http://omnix.cn:4000/udp/225.1.8.7:8104, IPv_Type: ipv4, Location: 中国-北京-北京, ISP: 电信, Date: None, Delay: 492 ms, Speed: 0.09 M/s, Resolution: 1920x1080
Name: CCTV-7, URL: http://qjrhc.jydjd.top:2911/udp/224.1.100.28:11111, IPv_Type: ipv4, Location: 中国-广东-广州, ISP: 珠江宽频, Date: None, Delay: 719 ms, Speed: 0.08 M/s, Resolution: 1280x720
Name: CCTV-7, URL: http://116.128.242.83:9901/tsfile/live/0008_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0, IPv_Type: ipv4, Location: 中国-湖南-长沙, ISP: 联通, Date: None, Delay: 12780 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV-7, URL: http://www.cdnstv.com:6398/hls/7/index.m3u8, IPv_Type: ipv4, Location: 中国-河南-平顶山, ISP: 电信, Date: None, Delay: 12456 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-7, URL: https://smart.pendy.dpdns.org/Smart.php?id=cctv7, IPv_Type: ipv6, Location: 美国, ISP: CloudFlare Inc., Date: None, Delay: 12332 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: CCTV-7, URL: https://smart.pendy.dpdns.org/Smart.php?id=cctv7, IPv_Type: ipv6, Location: 美国, ISP: CloudFlare Inc., Date: None, Delay: 12332 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: CCTV-7, URL: http://153.0.171.163:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0, IPv_Type: ipv4, Location: 中国-海南-海口, ISP: 联通, Date: None, Delay: 9364 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: CCTV-8, URL: http://mg.hmysapp.cn:177/ckmg/zb.php?id=cctv8, IPv_Type: ipv4, Location: 中国-北京-北京, ISP: 北京世通泰达通信技术有限公司, Date: None, Delay: 2072 ms, Speed: 1.66 M/s, Resolution: 1920x1080
Name: CCTV-8, URL: http://106.52.196.79:80/TV/mui.php?id=cctv8, IPv_Type: ipv4, Location: 中国-广东-广州, ISP: 腾讯云, Date: None, Delay: 1509 ms, Speed: 0.88 M/s, Resolution: 854x480
Name: CCTV-8, URL: http://8.134.110.147:5300/?id=cctv8, IPv_Type: ipv4, Location: 中国-广东-深圳, ISP: 阿里云, Date: None, Delay: 1655 ms, Speed: 0.83 M/s, Resolution: 854x480
Name: CCTV-8, URL: http://218.17.33.178:53290/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0, IPv_Type: ipv4, Location: 中国-广东-深圳, ISP: 电信, Date: None, Delay: 12038 ms, Speed: 0.41 M/s, Resolution: 1920x1080
Name: CCTV-8, URL: http://222.169.85.8:9901/tsfile/live/0008_1.m3u8, IPv_Type: ipv4, Location: 中国-吉林-辽源, ISP: 电信, Date: None, Delay: 12127 ms, Speed: 0.32 M/s, Resolution: 1920x1080
Name: CCTV-8, URL: http://183.223.157.33:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0, IPv_Type: ipv4, Location: 中国-四川-广安, ISP: 移动, Date: None, Delay: 12323 ms, Speed: 0.26 M/s, Resolution: None
Name: CCTV-8, URL: http://183.223.157.33:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0, IPv_Type: ipv4, Location: 中国-四川-广安, ISP: 移动, Date: None, Delay: 12323 ms, Speed: 0.26 M/s, Resolution: None
Name: CCTV-8, URL: http://112.27.235.94:8000/hls/9/index.m3u8, IPv_Type: ipv4, Location: 中国-安徽, ISP: 移动, Date: None, Delay: 12325 ms, Speed: 0.17 M/s, Resolution: 1920x1080
Name: CCTV-8, URL: http://113.26.202.52:1299/tsfile/live/0008_1.m3u8, IPv_Type: ipv4, Location: 中国-山西-吕梁, ISP: 电信, Date: None, Delay: 12797 ms, Speed: 0.12 M/s, Resolution: None
Name: CCTV-8, URL: http://61.156.228.12:8154/tsfile/live/0008_1.m3u8, IPv_Type: ipv4, Location: 中国-山东-德州, ISP: 联通, Date: None, Delay: 12900 ms, Speed: 0.12 M/s, Resolution: None
Name: CCTV-8, URL: http://qjrhc.jydjd.top:2911/udp/224.1.100.85:11111, IPv_Type: ipv4, Location: 中国-广东-广州, ISP: 珠江宽频, Date: None, Delay: 719 ms, Speed: 0.08 M/s, Resolution: 1280x720
Name: CCTV-8, URL: http://222.129.32.255:4022/rtp/239.3.1.175:8001, IPv_Type: ipv4, Location: 中国-北京-北京, ISP: 联通, Date: None, Delay: 709 ms, Speed: 0.05 M/s, Resolution: 1920x1080
Name: CCTV-8, URL: http://116.128.242.83:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0, IPv_Type: ipv4, Location: 中国-湖南-长沙, ISP: 联通, Date: None, Delay: 12780 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV-8, URL: http://www.cdnstv.com:6398/hls/8/index.m3u8, IPv_Type: ipv4, Location: 中国-河南-平顶山, ISP: 电信, Date: None, Delay: 12456 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-8, URL: https://smart.pendy.dpdns.org/Smart.php?id=cctv8hd, IPv_Type: ipv6, Location: 美国, ISP: CloudFlare Inc., Date: None, Delay: 12332 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: CCTV-8, URL: http://182.150.23.74:808/hls/8/index.m3u8, IPv_Type: ipv4, Location: 中国-四川-成都, ISP: 电信, Date: None, Delay: 12012 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-8, URL: http://182.150.23.74:808/hls/8/index.m3u8, IPv_Type: ipv4, Location: 中国-四川-成都, ISP: 电信, Date: None, Delay: 12012 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-8, URL: http://153.0.171.163:9901/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0, IPv_Type: ipv4, Location: 中国-海南-海口, ISP: 联通, Date: None, Delay: 9364 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: CCTV-9, URL: http://mg.hmysapp.cn:177/ckmg/zb.php?id=cctv9, IPv_Type: ipv4, Location: 中国-北京-北京, ISP: 北京世通泰达通信技术有限公司, Date: None, Delay: 2072 ms, Speed: 1.66 M/s, Resolution: 1920x1080
Name: CCTV-9, URL: http://106.52.196.79:80/TV/mui.php?id=cctv9, IPv_Type: ipv4, Location: 中国-广东-广州, ISP: 腾讯云, Date: None, Delay: 1509 ms, Speed: 0.88 M/s, Resolution: 854x480
Name: CCTV-9, URL: http://8.134.110.147:5300/?id=cctv9, IPv_Type: ipv4, Location: 中国-广东-深圳, ISP: 阿里云, Date: None, Delay: 1655 ms, Speed: 0.83 M/s, Resolution: 854x480
Name: CCTV-9, URL: http://218.17.33.178:53290/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0, IPv_Type: ipv4, Location: 中国-广东-深圳, ISP: 电信, Date: None, Delay: 12038 ms, Speed: 0.41 M/s, Resolution: 1920x1080
Name: CCTV-9, URL: http://222.169.85.8:9901/tsfile/live/0009_1.m3u8?key=txiptv, IPv_Type: ipv4, Location: 中国-吉林-辽源, ISP: 电信, Date: None, Delay: 12127 ms, Speed: 0.32 M/s, Resolution: 1920x1080
Name: CCTV-9, URL: http://183.223.157.33:9901/tsfile/live/0009_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0, IPv_Type: ipv4, Location: 中国-四川-广安, ISP: 移动, Date: None, Delay: 12323 ms, Speed: 0.26 M/s, Resolution: None
Name: CCTV-9, URL: http://112.27.235.94:8000/hls/10/index.m3u8, IPv_Type: ipv4, Location: 中国-安徽, ISP: 移动, Date: None, Delay: 12325 ms, Speed: 0.17 M/s, Resolution: 1920x1080
Name: CCTV-9, URL: http://113.26.202.52:1299/tsfile/live/0009_1.m3u8, IPv_Type: ipv4, Location: 中国-山西-吕梁, ISP: 电信, Date: None, Delay: 12797 ms, Speed: 0.12 M/s, Resolution: None
Name: CCTV-9, URL: http://61.156.228.12:8154/tsfile/live/0009_1.m3u8, IPv_Type: ipv4, Location: 中国-山东-德州, ISP: 联通, Date: None, Delay: 12900 ms, Speed: 0.12 M/s, Resolution: None
Name: CCTV-9, URL: http://qjrhc.jydjd.top:2911/udp/224.1.100.30:11111, IPv_Type: ipv4, Location: 中国-广东-广州, ISP: 珠江宽频, Date: None, Delay: 719 ms, Speed: 0.08 M/s, Resolution: 1280x720
